Data,Temp. Max. (C),Variation,Avg.3D,Avg.7D,Weekday,Month
2022-05-23 22:00:00,16.8,-2.700000000000003,20.866666666666664,21.74285714285714,0,5
2022-05-23 23:00:00,16.0,-1.5999999999999979,18.766666666666666,21.114285714285717,0,5
2022-05-24 00:00:00,15.4,-0.8000000000000007,17.066666666666663,20.271428571428572,1,5
2022-05-24 01:00:00,15.2,-0.5999999999999996,16.066666666666666,19.214285714285715,1,5
2022-05-24 02:00:00,14.5,-0.20000000000000107,15.533333333333331,18.0,1,5
2022-05-24 03:00:00,14.4,-0.6999999999999993,15.033333333333331,16.771428571428572,1,5
2022-05-24 04:00:00,14.0,-0.09999999999999964,14.699999999999998,15.814285714285713,1,5
2022-05-24 05:00:00,13.7,-0.40000000000000036,14.299999999999997,15.185714285714287,1,5
2022-05-24 06:00:00,14.6,-0.3000000000000007,14.033333333333331,14.742857142857142,1,5
2022-05-24 07:00:00,14.7,0.9000000000000004,14.099999999999996,14.542857142857143,1,5
2022-05-24 08:00:00,14.7,0.09999999999999964,14.33333333333333,14.442857142857141,1,5
2022-05-24 09:00:00,14.5,0.0,14.666666666666664,14.37142857142857,1,5
2022-05-24 10:00:00,14.3,-0.1999999999999993,14.633333333333331,14.37142857142857,1,5
2022-05-24 11:00:00,15.5,-0.1999999999999993,14.499999999999998,14.357142857142856,1,5
2022-05-24 12:00:00,17.3,1.1999999999999993,14.766666666666664,14.571428571428571,1,5
2022-05-24 13:00:00,19.7,1.8000000000000007,15.699999999999998,15.085714285714285,1,5
2022-05-24 14:00:00,21.3,2.3999999999999986,17.5,15.814285714285713,1,5
2022-05-24 15:00:00,22.8,1.6000000000000014,19.433333333333334,16.75714285714286,1,5
2022-05-24 16:00:00,23.6,1.5,21.266666666666666,17.914285714285715,1,5
2022-05-24 17:00:00,23.8,0.8000000000000007,22.566666666666663,19.214285714285715,1,5
2022-05-24 18:00:00,24.2,0.1999999999999993,23.399999999999995,20.571428571428573,1,5
2022-05-24 19:00:00,23.9,0.3999999999999986,23.866666666666664,21.814285714285717,1,5
2022-05-24 20:00:00,22.3,-0.3000000000000007,23.966666666666665,22.757142857142856,1,5
2022-05-24 21:00:00,20.0,-1.5999999999999979,23.466666666666665,23.12857142857143,1,5
2022-05-24 22:00:00,17.9,-2.3000000000000007,22.066666666666663,22.942857142857143,1,5
2022-05-24 23:00:00,16.7,-2.1000000000000014,20.066666666666666,22.242857142857144,1,5
2022-05-25 00:00:00,16.0,-1.1999999999999993,18.2,21.257142857142856,2,5
2022-05-25 01:00:00,15.6,-0.6999999999999993,16.866666666666664,20.142857142857142,2,5
2022-05-25 02:00:00,14.8,-0.40000000000000036,16.099999999999998,18.914285714285715,2,5
2022-05-25 03:00:00,14.6,-0.7999999999999989,15.466666666666663,17.614285714285714,2,5
2022-05-25 04:00:00,15.9,-0.20000000000000107,14.999999999999998,16.514285714285712,2,5
2022-05-25 05:00:00,16.0,1.3000000000000007,15.099999999999996,15.928571428571429,2,5
2022-05-25 06:00:00,15.9,0.09999999999999964,15.499999999999998,15.657142857142857,2,5
2022-05-25 07:00:00,15.7,-0.09999999999999964,15.93333333333333,15.542857142857144,2,5
2022-05-25 08:00:00,15.2,-0.20000000000000107,15.866666666666665,15.5,2,5
2022-05-25 09:00:00,14.8,-0.5,15.599999999999996,15.442857142857141,2,5
2022-05-25 10:00:00,14.4,-0.3999999999999986,15.233333333333333,15.442857142857141,2,5
2022-05-25 11:00:00,16.2,-0.40000000000000036,14.799999999999997,15.414285714285715,2,5
2022-05-25 12:00:00,17.8,1.799999999999999,15.133333333333331,15.457142857142856,2,5
2022-05-25 13:00:00,19.8,1.6000000000000014,16.13333333333333,15.714285714285714,2,5
2022-05-25 14:00:00,21.9,2.0,17.933333333333334,16.27142857142857,2,5
2022-05-25 15:00:00,23.2,2.099999999999998,19.83333333333333,17.157142857142855,2,5
2022-05-25 16:00:00,23.9,1.3000000000000007,21.63333333333333,18.3,2,5
2022-05-25 17:00:00,24.3,0.6999999999999993,23.0,19.599999999999998,2,5
2022-05-25 18:00:00,24.1,0.40000000000000213,23.799999999999997,21.014285714285712,2,5
2022-05-25 19:00:00,24.7,-0.1999999999999993,24.099999999999998,22.142857142857142,2,5
2022-05-25 20:00:00,24.3,0.5999999999999979,24.366666666666664,23.12857142857143,2,5
2022-05-25 21:00:00,20.7,-0.3999999999999986,24.366666666666664,23.771428571428572,2,5
2022-05-25 22:00:00,18.9,-3.6000000000000014,23.23333333333333,23.6,2,5
2022-05-25 23:00:00,17.7,-1.8000000000000007,21.299999999999997,22.985714285714284,2,5
2022-05-26 00:00:00,16.5,-1.1999999999999993,19.099999999999998,22.1,3,5
2022-05-26 01:00:00,16.0,-1.1999999999999993,17.7,20.985714285714288,3,5
2022-05-26 02:00:00,16.0,-0.5,16.73333333333333,19.82857142857143,3,5
2022-05-26 03:00:00,15.4,0.0,16.16666666666666,18.585714285714285,3,5
2022-05-26 04:00:00,14.9,-0.5999999999999996,15.799999999999997,17.314285714285713,3,5
2022-05-26 05:00:00,14.9,-0.5,15.433333333333332,16.485714285714288,3,5
2022-05-26 06:00:00,15.3,0.0,15.066666666666665,15.914285714285713,3,5
2022-05-26 07:00:00,14.6,0.40000000000000036,15.033333333333331,15.571428571428571,3,5
2022-05-26 08:00:00,14.5,-0.7000000000000011,14.933333333333332,15.299999999999999,3,5
2022-05-26 09:00:00,14.5,-0.09999999999999964,14.799999999999997,15.085714285714285,3,5
2022-05-26 10:00:00,13.6,0.0,14.533333333333331,14.87142857142857,3,5
2022-05-26 11:00:00,15.5,-0.9000000000000004,14.199999999999998,14.614285714285714,3,5
2022-05-26 12:00:00,18.9,1.9000000000000004,14.533333333333331,14.7,3,5
2022-05-26 13:00:00,20.2,3.3999999999999986,15.999999999999998,15.271428571428572,3,5
2022-05-26 14:00:00,22.2,1.3000000000000007,18.2,15.971428571428572,3,5
2022-05-26 15:00:00,23.5,2.0,20.43333333333333,17.057142857142857,3,5
2022-05-26 16:00:00,25.1,1.3000000000000007,21.966666666666665,18.342857142857145,3,5
2022-05-26 17:00:00,24.8,1.6000000000000014,23.599999999999994,19.857142857142858,3,5
2022-05-26 18:00:00,25.2,-0.3000000000000007,24.466666666666665,21.45714285714286,3,5
2022-05-26 19:00:00,25.1,0.3999999999999986,25.03333333333333,22.842857142857145,3,5
2022-05-26 20:00:00,24.3,-0.09999999999999787,25.03333333333333,23.728571428571428,3,5
2022-05-26 21:00:00,21.1,-0.8000000000000007,24.866666666666664,24.314285714285717,3,5
2022-05-26 22:00:00,19.3,-3.1999999999999993,23.5,24.157142857142855,3,5
2022-05-26 23:00:00,18.7,-1.8000000000000007,21.566666666666663,23.557142857142857,3,5
2022-05-27 00:00:00,17.8,-0.6000000000000014,19.7,22.642857142857142,4,5
2022-05-27 01:00:00,17.1,-0.8999999999999986,18.599999999999998,21.642857142857142,4,5
2022-05-27 02:00:00,16.5,-0.6999999999999993,17.866666666666664,20.485714285714288,4,5
2022-05-27 03:00:00,16.0,-0.6000000000000014,17.13333333333333,19.25714285714286,4,5
2022-05-27 04:00:00,15.5,-0.5,16.53333333333333,18.071428571428573,4,5
2022-05-27 05:00:00,16.0,-0.5,15.999999999999998,17.271428571428572,4,5
2022-05-27 06:00:00,16.2,0.5,15.83333333333333,16.8,4,5
2022-05-27 07:00:00,16.0,0.1999999999999993,15.899999999999997,16.442857142857143,4,5
2022-05-27 08:00:00,15.5,-0.1999999999999993,16.066666666666663,16.185714285714287,4,5
2022-05-27 09:00:00,15.5,-0.5,15.899999999999997,15.957142857142857,4,5
2022-05-27 10:00:00,15.2,0.0,15.666666666666664,15.814285714285715,4,5
2022-05-27 11:00:00,16.0,-0.3000000000000007,15.399999999999997,15.700000000000001,4,5
2022-05-27 12:00:00,18.8,0.8000000000000007,15.566666666666663,15.771428571428572,4,5
2022-05-27 13:00:00,20.7,2.8000000000000007,16.666666666666664,16.17142857142857,4,5
2022-05-27 14:00:00,22.7,1.8999999999999986,18.5,16.814285714285713,4,5
2022-05-27 15:00:00,24.1,2.0,20.73333333333333,17.77142857142857,4,5
2022-05-27 16:00:00,24.8,1.4000000000000021,22.5,19.0,4,5
2022-05-27 17:00:00,25.6,0.6999999999999993,23.866666666666664,20.32857142857143,4,5
2022-05-27 18:00:00,25.7,0.8000000000000007,24.833333333333332,21.814285714285717,4,5
2022-05-27 19:00:00,25.6,0.09999999999999787,25.366666666666664,23.2,4,5
2022-05-27 20:00:00,24.1,-0.09999999999999787,25.633333333333336,24.17142857142857,4,5
2022-05-27 21:00:00,22.3,-1.5,25.13333333333333,24.657142857142862,4,5
2022-05-27 22:00:00,19.8,-1.8000000000000007,24.0,24.599999999999998,4,5
2022-05-27 23:00:00,19.2,-2.5,22.066666666666663,23.985714285714288,4,5
2022-05-28 00:00:00,18.5,-0.6000000000000014,20.433333333333334,23.185714285714287,5,5
2022-05-28 01:00:00,17.5,-0.6999999999999993,19.166666666666668,22.17142857142857,5,5
2022-05-28 02:00:00,16.4,-1.0,18.399999999999995,21.0,5,5
2022-05-28 03:00:00,15.9,-1.1000000000000014,17.466666666666665,19.685714285714287,5,5
2022-05-28 04:00:00,15.6,-0.4999999999999982,16.599999999999998,18.514285714285712,5,5
2022-05-28 05:00:00,15.2,-0.3000000000000007,15.966666666666663,17.557142857142857,5,5
2022-05-28 06:00:00,14.9,-0.40000000000000036,15.566666666666663,16.9,5,5
2022-05-28 07:00:00,15.0,-0.29999999999999893,15.233333333333333,16.285714285714285,5,5
2022-05-28 08:00:00,15.0,0.09999999999999964,15.033333333333331,15.785714285714286,5,5
2022-05-28 09:00:00,14.9,0.0,14.966666666666663,15.428571428571429,5,5
2022-05-28 10:00:00,14.8,-0.09999999999999964,14.966666666666663,15.214285714285714,5,5
